compound_name,SMILES,inchikey,ESI_mode,logRF_original,isotope_correction,organic_modifier,organic_pc,vendor,instrument_model,mass_analyzer,ESI_source,eluent_composition,publication,doi,viscosity,surface_tension,polarity_index,pH.aq.,NH4,logP,apKa1,apKa2,bpKa1,bpKa2
23:00,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,XEZVDURJDFGERA-UHFFFAOYSA-N,positive,0.451272826,129.2337501,MeOH,100,AB Sciex,QTrap 4000,LIT-QQQ,ESI,100% MeOH,Byrdwell,10.1016/j.chroma.2013.10.031,0.5091461,22.12,5.1,7,0,9.37,4.95,NA,NA,NA
"lignoceric a.c., Lg,24:0",CCCCCCCCCCCCCCCCCCCCCCCC(O)=O,QZZGJDVWLFXDLK-UHFFFAOYSA-N,positive,0.39127465,130.6555281,MeOH,100,AB Sciex,QTrap 4000,LIT-QQQ,ESI,100% MeOH,Byrdwell,10.1016/j.chroma.2013.10.031,0.5091461,22.12,5.1,7,0,9.81,4.95,NA,NA,NA
25:00:00,CCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,MWMPEAHGUXCSMY-UHFFFAOYSA-N,positive,0.791039848,132.0924116,MeOH,100,AB Sciex,QTrap 4000,LIT-QQQ,ESI,100% MeOH,Byrdwell,10.1016/j.chroma.2013.10.031,0.5091461,22.12,5.1,7,0,10.26,4.95,NA,NA,NA
"cerotic a.c., Ce, 26:0",CCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,XMHIUKTWLZUKEX-UHFFFAOYSA-N,positive,1.019798927,133.5445273,MeOH,100,AB Sciex,QTrap 4000,LIT-QQQ,ESI,100% MeOH,Byrdwell,10.1016/j.chroma.2013.10.031,0.5091461,22.12,5.1,7,0,10.7,4.95,NA,NA,NA
L-Alanine,C[C@H](N)C(O)=O,QNAYBMKLOCPYGJ-REOHCLBHSA-N,positive,-3.242847319,104.021047,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-2.84,2.47,NA,9.48,NA
?-Alanine,NCCC(O)=O,UCMIRNVEIXFBKS-UHFFFAOYSA-N,positive,-3.3157963,104.021047,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.17,4.08,NA,10.31,NA
?-Aminobutyric acid,NCCCC(O)=O,BTCSSZJGUNDROE-UHFFFAOYSA-N,positive,-3.056756703,105.2061317,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-2.89,4.53,NA,10.22,NA
Histamine,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,positive,-2.960899027,106.7243454,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-0.7,14.46,NA,9.58,6.24
Creatinine,CN1CC(=O)N=C1N,DDRJAANPRJIHGJ-UHFFFAOYSA-N,positive,-2.650871871,105.6277801,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.46,10.33,18.41,7.72,-8.15
L-Valine,CC(C)[C@H](N)C(O)=O,KZSNJWFQEVHDMF-BYPYZUCNSA-N,positive,-2.733273032,106.4276872,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.95,2.72,NA,9.6,NA
L-Threonine,C[C@@H](O)[C@H](N)C(O)=O,AYFVYJQAPQTCCC-GBXIJSLDSA-N,positive,-2.589522478,105.5259088,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.47,2.21,14.95,9,-2.94
Nicotinamide,NC(=O)C1=CC=CN=C1,DFPAKSUCGFBDDF-UHFFFAOYSA-N,positive,-2.49481306,107.6010659,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-0.39,13.39,NA,3.63,-1.95
Nicotinic acid,OC(=O)C1=CC=CN=C1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,positive,-2.605374503,107.4412355,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-0.17,2.79,NA,4.19,NA
L-Leucine,CC(C)C[C@H](N)C(O)=O,ROHFNLRQFUQHCH-YFKPBYRVSA-N,positive,-1.795884684,107.5907527,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.59,2.79,NA,9.52,NA
L-Isoleucine,CC[C@H](C)[C@H](N)C(O)=O,AGPKZVBTJJNPAG-WHFBIAKZSA-N,positive,-1.806810908,107.5907527,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.51,2.79,NA,9.59,NA
L-Asparagine,N[C@@H](CC(N)=O)C(O)=O,DCXYFEDJOCDNAF-REOHCLBHSA-N,positive,-2.401524188,105.7877267,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-4.29,2,16.09,8.43,-2.92
L-Aspartic acid,N[C@@H](CC(O)=O)C(O)=O,CKLJMWTZIZZHCS-REOHCLBHSA-N,positive,-2.552668387,105.6659888,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.5,1.7,5.11,9.61,NA
Adenine,NC=1N=CN=C2N=CNC12,GFFGJBXGBJISGV-UHFFFAOYSA-N,positive,-2.119448647,107.3514931,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-0.57,10.29,NA,3.66,-2.27
L-Homocysteine,N[C@@H](CCS)C(O)=O,FFFHZYDWPBMWHY-VKHMYHEASA-N,positive,-2.765172181,110.6634087,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-2.58,2.46,10.28,9.41,NA
p-Benzoic acid,O=C(O)C1=CC=C(N)C=C1,ALYNCZNDIQEVRV-UHFFFAOYSA-N,positive,-2.142559245,108.5929963,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,0.8,4.77,NA,2.69,NA
Tyramine,NCCC1=CC=C(O)C=C1,DZGWFCGJZKJUFP-UHFFFAOYSA-N,positive,-1.89056436,109.6774703,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,0.68,10.41,NA,9.66,-5.45
L-Glutamine,N[C@@H](CCC(N)=O)C(O)=O,ZDXPYRJPNDTMRX-VKHMYHEASA-N,positive,-2.157735468,107.1012927,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-4,2.15,16.24,9.31,-1.63
L-Lysine,NCCCC[C@H](N)C(O)=O,KDXKERNSBIXSRK-YFKPBYRVSA-N,positive,-1.925645162,107.9675838,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.21,2.74,NA,10.29,9.44
L-Glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,WHUUTDBJXJRKMK-VKHMYHEASA-N,positive,-2.130749595,106.9680535,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.24,1.88,4.27,9.54,NA
L-Methionine,CSCC[C@H](N)C(O)=O,FFEARJCKVFRZRR-BYPYZUCNSA-N,positive,-2.065402657,111.9333554,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-2.19,2.53,NA,9.5,NA
Guanine,NC1=NC=2N=CNC2C(=O)N1,UYTPUPDQBNUYGX-UHFFFAOYSA-N,positive,-2.953628833,107.5569925,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.11,8.3,11.4,1.49,-2.85
Dopamine,NCCC1=CC=C(O)C(O)=C1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,positive,-2.100904084,109.8829697,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,0.03,10.01,12.93,9.27,-6.25
L-Histidine,N[C@@H](CC1=CNC=N1)C(O)=O,HNDVDQJCIGZPNO-YFKPBYRVSA-N,positive,-1.853827645,108.275407,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.29,1.85,13.1,9.25,6.14
D-Ala-D-Ala,CC(N)C(=O)NC(C)C(O)=O,DEFJQIDDEAULHB-UHFFFAOYSA-N,positive,0,108.2643582,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.38,3.73,13.82,8.39,-4.48
Tryptamine,NCCC1=CNC2=CC=CC=C12,APJYDQYYACXCRM-UHFFFAOYSA-N,positive,-1.517583174,112.2108137,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,1.49,17.17,NA,9.73,NA
L-Carnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,PHIQHXFUZVPYII-ZCFIWIBFSA-N,positive,-1.546470194,109.0852932,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-4.89,4.2,13.52,-3.57,NA
L-Phenylalanine,N[C@@H](CC1=CC=CC=C1)C(O)=O,COLNVLDHVKWLRT-QMMMGPOBSA-N,positive,-1.514718899,111.0581265,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.18,2.47,NA,9.45,NA
L-Arginine,N[C@@H](CCCNC(N)=N)C(O)=O,ODKSFYDXXFIFQN-BYPYZUCNSA-N,positive,-1.621686023,108.6982434,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.16,2.41,NA,12.41,9.12
Serotonin,NCCC1=CNC2=CC=C(O)C=C12,QZAYGJVTTNCVMB-UHFFFAOYSA-N,positive,-1.890234483,112.416313,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,0.48,9.31,18.22,10,-5.51
L-Methionine sulfone,CS(=O)(=O)CCC(N)C(O)=O,UCUNFLYVYCGDHP-UHFFFAOYSA-N,positive,-1.79022103,112.4967244,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-4.46,1.55,NA,8.69,NA
m-L-Tyrosine,OC1=CC=CC=C1CC(N)C(=O)O,WRFPVMFCRNYQNR-UHFFFAOYSA-N,positive,-1.633578028,111.3779035,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.49,2.01,9.56,8.88,-6
o-L-Tyrosine,OC1=CC(CC(N)C(=O)O)=CC=C1,JZKXXXDKRQWDET-UHFFFAOYSA-N,positive,-1.635503949,111.3779035,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.49,2,9.75,9.14,-5.96
p-L-Tyrosine,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,OUYCCCASQSFEME-QMMMGPOBSA-N,positive,-1.762377185,111.3779035,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.49,2,9.79,9.19,-5.96
L-DOPA,N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O,WTDRDQBEARUVNC-LURJTMIESA-N,positive,-1.690072479,111.6214954,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.79,1.65,9.69,9.06,-6.29
O-Acetyl-L-Carnitine,CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,RDHQFKQIGNGIED-MRVPVSSYSA-N,positive,-1.239835058,111.6905034,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-4.45,4.09,NA,-7.02,NA
L-Tryptophan,N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,QIVBCDIJIAJPQS-VIFPVBQESA-N,positive,-1.428037178,113.8203652,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.09,2.54,16.16,9.4,NA
3-Chloro-L-Tyrosine,N[C@@H](CC1=CC=C(O)C(Cl)=C1)C(O)=O,ACWBBAGYTKWBCD-ZETCQYMHSA-N,positive,-1.364960962,146.9255835,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-0.89,1.56,7.92,9.47,-6.73
5-Hydroxy-L-Tryptophan,N[C@@H](CC1=CNC2=CC=C(O)C=C12)C(O)=O,LDCYZAJDBXYCGN-VIFPVBQESA-N,positive,-1.586111989,114.1401423,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.39,2.15,9.8,9.18,-5.51
Cystathionine,N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O,ILRYLPWNYFXEMH-WHFBIAKZSA-N,positive,-1.719859052,115.2851643,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-5.82,1.79,2.51,9.66,8.98
3-Nitro-L-Tyrosine,N[C@@H](CC1=CC=C(O)C(=C1)[N+]([O-])=O)C(O)=O,FBTSQILOGYXGMD-LURJTMIESA-N,positive,-1.509816269,112.318934,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-1.55,1.1,6.69,9.46,-6.73
Atenolol,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,METKIMKYRPQLGS-UHFFFAOYSA-N,positive,-1.014074104,118.0316385,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,0.43,14.08,15.95,9.67,-2.67
Adenosine,NC1=NC=NC=2N(C=NC12)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,OIRDTQYFTABQOQ-KQYNXXCUSA-N,positive,-1.507369719,114.4902375,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-2.09,12.45,13.89,3.94,-1.05
Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,IUBSYMUCCVWXPE-UHFFFAOYSA-N,positive,-0.399267236,118.935539,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,1.76,14.09,NA,9.67,-3.2
Guanosine,NC1=NC=2N(C=NC2C(=O)N1)[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,NYHBQMYGNKIUIF-UUOKFMHZSA-N,positive,-1.524124454,114.8449607,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-2.71,10.16,12.46,0.55,-2.54
Oxidized Glutathione,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,YPZRWBKMTBYPTK-UHFFFAOYSA-N,positive,-1.647906011,144.1095593,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-10.11,1.44,2.03,9.61,9.01
Quinine,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)C2=C1,LOUPRKONTZGTKE-FOEVPDMQSA-N,positive,-1.29411148,125.5740541,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,2.51,13.89,NA,9.05,4.02
Oxytetracycline,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)C4=C(O)C=CC=C4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)/C(=C(/N)\O)/C1=O,FYDOORKXBWEKQM-GUQPPTOYSA-N,positive,-2.446103103,130.5046402,MeOH,50,Agilent,XCT 3D ion trap,ion trap,nanoESI,50% MeOH 50% 0.1% formic acid,Chalcraft,10.1021/ac802272u,1.60364275,31.862825,7.65,2.6,0,-3.59,2.05,5.47,6.17,-3.1
"1,2-Dioleoyl-sn-glycero-3-phosphoglycerol (18:1/18:1-PG)",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC/C=C\CCCCCCCC,DSNRWDQKZIEDDB-GCMPNPAFSA-N,positive,-0.444003766,162.1744679,MeCN,7.331666667,Bruker,Esquire 3000,ion trap,ESI,"7.3% MeCN, 92.7% 5 mM ammonium acetate",Cifkova,10.1021/ac3024476,0.910596055,58.20772086,9.877406667,7,1,11.99,1.89,13.64,-2.97,-3.39
1-oleoyl-2-hydroxy-sn-glycero-3-phosphoglycerol (18:1-LPG),CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)CO)OO,OQZHBIJUSAIQJE-VYFUBJQISA-N,positive,-0.701845339,133.0927059,MeCN,8.38,Bruker,Esquire 3000,ion trap,ESI,"8.4% MeCN, 91.6% 5 mM ammonium acetate",Cifkova,10.1021/ac3024476,0.913453327,56.54117738,9.83128,7,1,4.99,1.89,11.71,-2.97,-3.39
"1,2-dioleoyl-sn-glycero-3-phosphoethanolamine (18:1/18:1-PE)",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(O)(=O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,MWRBNPKJOOWZPW-NYVOMTAGSA-N,positive,-0.480413071,160.2169961,MeCN,13.02666667,Bruker,Esquire 3000,ion trap,ESI,"13% MeCN, 87% 5 mM ammonium acetate",Cifkova,10.1021/ac3024476,0.923369836,49.91248198,9.626826667,7,1,11.51,1.87,NA,10,-6.74
"N-dodecanoylheptadecasphing-4-enine-1-phosphoethanolamine (sphingosyl PE, d17:1/12:0)",CCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)(O)OCCN)NC(=O)CCCCCCCCCCC)O,ZIEWVPJUBVRCAL-DQBIDPIGSA-N,positive,0,143.3551724,MeCN,15.605,Bruker,Esquire 3000,ion trap,ESI,"15.6% MeCN, 84.4% 5 mM ammonium acetate",Cifkova,10.1021/ac3024476,0.926937726,46.74170593,9.51338,7,1,7.09,1.88,13.57,10,-1.05
1-oleoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine (18:1-LPE),CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(O)(=O)OCCN)OO,YYJKEIKJPLRCEQ-MZMPXXGTSA-N,positive,-0.325024423,131.4435389,MeCN,16.22833333,Bruker,Esquire 3000,ion trap,ESI,"16.2% MeCN, 83.8% 5 mM ammonium acetate",Cifkova,10.1021/ac3024476,0.927593039,46.0268188,9.485953333,7,1,4.51,1.87,11.72,9.99,-4.24
"1,2-dioleoyl-sn-glycero-3-phosphocholine (18:1/18:1-PC)",CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,SNKAWJBJQDLSFF-NVKMUCNASA-O,positive,-0.911876175,165.6652146,MeCN,17.27666667,Bruker,Esquire 3000,ion trap,ESI,"17.3% MeCN, 82.7% 5 mM ammonium acetate",Cifkova,10.1021/ac3024476,0.928513163,44.86861093,9.439826667,7,1,9.17,1.86,NA,-6.74,-7.35
1-oleoyl-sn-sphing-4-enine-1-phosphocholine (18:1-SM),CCCCCCCCCCCCC/C=C/[C@H]([C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCC/C=C\CCCCCCCC)O,NBEADXWAAWCCDG-QDDWGVBQSA-N,positive,-1.119644742,160.0514866,MeCN,18.835,Bruker,Esquire 3000,ion trap,ESI,"18.8% MeCN, 81.2% 5 mM ammonium acetate",Cifkova,10.1021/ac3024476,0.929459071,43.24693214,9.37126,7,1,7.5,1.87,13.51,-1.05,-3.17
1-oleoyl-2-hydroxy-sn-glycero-3-phosphocholine (18:1-LPC),CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC[N+](C)(C)C)OO,FXSFXPRYFCPXJV-PTGWMXDISA-O,positive,-0.947609264,135.911793,MeCN,20.50666667,Bruker,Esquire 3000,ion trap,ESI,"20.5% MeCN, 79.5% 5 mM ammonium acetate",Cifkova,10.1021/ac3024476,0.929913037,41.63626313,9.297706667,7,1,2.17,1.85,11.71,-4.24,-5.09
Verapamil,COC1=CC=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC=C(OC)C(OC)=C2)C=C1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N,positive,0,136.4016627,MeOH,50,AB Sciex,API 2000,QQQ,ESI,"50% MeOH 0.1% formic acid, 50% 0.1% formic acid",Cole,"ISBN: 978-0-471-74107-7, Table 13.1 page 449",1.60364275,31.862825,7.65,2.6,0,5.04,NA,NA,9.68,-4.38
Buscopan,CCCC[N+]1(C)[C@H]2CC(C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(CO)C4=CC=CC=C4,YBCNXCRZPWQOBR-FAQYLHNASA-N,positive,-0.217387372,127.2093214,MeOH,50,AB Sciex,API 2000,QQQ,ESI,"50% MeOH 0.1% formic acid, 50% 0.1% formic acid",Cole,"ISBN: 978-0-471-74107-7, Table 13.1 page 449",1.60364275,31.862825,7.65,2.6,0,-1.94,15.15,NA,-2.74,-4.3
Safranin orange,CC1=CC2=NC3=CC(C)=C(N)C=C3[N+](C4=CC=CC=C4)=C2C=C1N,WULISCVZERSMML-UHFFFAOYSA-O,positive,-0.271040909,125.9942606,MeOH,50,AB Sciex,API 2000,QQQ,ESI,"50% MeOH 0.1% formic acid, 50% 0.1% formic acid",Cole,"ISBN: 978-0-471-74107-7, Table 13.1 page 449",1.60364275,31.862825,7.65,2.6,0,0.81,NA,NA,4.32,0.41
Estradiol sulfate,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CC[C@H]2O,QZIGLSSUDXBTLJ-SFFUCWETSA-N,positive,-0.332877826,129.3438423,MeOH,50,AB Sciex,API 2000,QQQ,ESI,"50% MeOH 0.1% formic acid, 50% 0.1% formic acid",Cole,"ISBN: 978-0-471-74107-7, Table 13.1 page 449",1.60364275,31.862825,7.65,2.6,0,1.57,-1.8,19.38,-0.83,NA
Tamoxifen,CC/C(/C1=CC=CC=C1)=C(\C2=CC=CC=C2)/C3=CC=C(OCCN(C)C)C=C3,NKANXQFJJICGDU-QPLCGJKRSA-N,positive,-0.356911244,133.2588025,MeOH,50,AB Sciex,API 2000,QQQ,ESI,"50% MeOH 0.1% formic acid, 50% 0.1% formic acid",Cole,"ISBN: 978-0-471-74107-7, Table 13.1 page 449",1.60364275,31.862825,7.65,2.6,0,6.35,NA,NA,8.76,-7.17
Haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C3=CC=C(Cl)C=C3,LNEPOXFFQSENCJ-UHFFFAOYSA-N,positive,-0.36887823,166.6761229,MeOH,50,AB Sciex,API 2000,QQQ,ESI,"50% MeOH 0.1% formic acid, 50% 0.1% formic acid",Cole,"ISBN: 978-0-471-74107-7, Table 13.1 page 449",1.60364275,31.862825,7.65,2.6,0,3.66,13.96,16.62,8.05,-3.25
Morphine,CN1CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@@H]2C=C[C@@H]4O)=C35,BQJCRHHNABKAKU-KBQPJGBKSA-N,positive,-0.846460782,121.4056504,MeOH,50,AB Sciex,API 2000,QQQ,ESI,"50% MeOH 0.1% formic acid, 50% 0.1% formic acid",Cole,"ISBN: 978-0-471-74107-7, Table 13.1 page 449",1.60364275,31.862825,7.65,2.6,0,0.9,10.26,13.78,9.12,-3.33
